u_id,Name,visits,downloads,owner,category,data_provided_by,keywords,description,Frequency,last_update_date_data,URL,type,public,provenance,Source,source_link,creation_date,Last Update
heuk-48p8,2nd Ave Cycle Track South of Bell St,49,26,"Zuniga, Rafael",Transportation,Seattle Department of Transportation,"seattle,bike,counts,sdot,monthly data,bicycle","The counters consist of two small tube sensors stretching across the track, which are attached to a small metal counting box made by Eco-Counter. The tubes only count people riding bikes. They are very accurate and designed to be used on greenways and cycle tracks.",Monthly,04/02/2019 08:36:00 PM,https://data.seattle.gov/d/heuk-48p8,dataset,True,official,,,11/07/2018 07:56:00 PM,
hiyf-7edq,Paid Parking (Last 48 Hours),260,29,Seattle IT,Transportation,Seattle Department of Transportation,"pay stations,parking,curbspace,sdot",The City of Seattle has created an on-street paid parking occupancy data set and is providing access to this data set for public use for research and entrepreneurial purposes under the City’s Open Data Program.,Daily,04/02/2019 12:20:00 PM,https://data.seattle.gov/d/hiyf-7edq,dataset,True,official,,http://www.seattle.gov/transportation/projects-and-programs/programs/parking-program/maps-and-data,09/21/2018 08:10:00 PM,
ht3q-kdvx,Land Use Permits,3147,997,Seattle SDCI,Permitting,Seattle Department of Construction and Inspections,"land use permits,master use permits,land use applications,early design guidance,building applications,permit applications,sdci,seattle department of construction and inspections",Land Use permits that are in progress or that have been issued in Seattle.,Daily,04/02/2019 03:35:00 PM,https://data.seattle.gov/d/ht3q-kdvx,dataset,True,official,,http://www.seattle.gov/sdci,04/10/2018 10:56:00 PM,
hyeg-3jh7,"Idea Collection for Youth Voice, Youth Choice Participatory Budgeting - DON",72,477,"Maag, Lois",Community,Department of Neighborhoods,"idea,don,youth,voice,project,maag,nre","List of ideas collected from community members on youth-based projects they would like the City to fund from the Participatory Budgeting fund of $700,000",Annually,01/30/2017 11:14:00 PM,https://data.seattle.gov/d/hyeg-3jh7,dataset,True,official,,http://www.seattle.gov/neighborhoods,01/30/2017 11:14:00 PM,
hzyd-nfci,2015 Active Business License Data,813,1046,FAS - Financial Services,Finance,Department of Finance and Administrative Services,"license,business license",Dataset contains active business license data for the City of Seattle for 2015,Annually,07/01/2016 10:51:00 PM,https://data.seattle.gov/d/hzyd-nfci,dataset,True,official,,http://www.seattle.gov/fas/,07/01/2016 10:49:00 PM,
i2q9-thny,Crisis Data,2178,639,spd2internetData,Public Safety,Seattle Police Department,"crisis,cit,police,use of force","Data representing crisis contacts made by officers of the Seattle Police Department. Data is denormalized to represent the one to many relationship between the record and the reported disposition of the contact. 

**USE CAUTION WHEN COUNTING**",Daily,04/02/2019 03:44:00 PM,https://data.seattle.gov/d/i2q9-thny,dataset,True,official,,http://www.seattle.gov/police,10/17/2017 09:16:00 PM,
i9zm-ri3m,Data Center Details Extract,88,676,"Morris, Dylan",City Business,Seattle Information Technology,,Ticket data for IT Service Level Indicators (in reference to inter-department Service Level Agreements).,Daily,09/09/2016 09:24:00 PM,https://data.seattle.gov/d/i9zm-ri3m,dataset,True,official,,,08/04/2016 05:56:00 PM,
iai9-73h9,2019 Discrimination Complaints Filed by Month and Type,2,4,"Beach, Monica",City Business,Seattle Office for Civil Rights,"civil rights,discrimination",A discrimination complaint is filed when a formal charge is received at the Seattle Office for Civil Rights. This dataset shows the number of complaints filed by month and type in 2019.,Monthly,03/22/2019 10:33:00 PM,https://data.seattle.gov/d/iai9-73h9,dataset,True,official,,http://www.seattle.gov/civilrights,03/22/2019 10:31:00 PM,
ibcc-5qqd,Street Sweeping -  Total Broom Miles,213,1092,"Bibler, Jonathan",City Business,Seattle Public Utilities,"street sweep,sweeping,broom,broom miles,sweeping miles,spu,sdot,environment,drainage,runoff,puget sound,pollution,public,transportation",Monthly mileage totals for Seattle street sweepers.,Monthly,09/20/2018 07:22:00 PM,https://data.seattle.gov/d/ibcc-5qqd,dataset,True,official,,http://www.seattle.gov/util/,10/11/2017 06:25:00 PM,
j2xh-c7vt,Rental Property Registration,2126,118,Seattle SDCI,Permitting,Seattle Department of Construction and Inspections,,A list of properties that have registered their rental units with the City of Seattle under the Rental Registration and Inspection Ordinance.,Daily,04/02/2019 03:35:00 PM,https://data.seattle.gov/d/j2xh-c7vt,dataset,True,official,,http://www.seattle.gov/sdci,04/26/2018 02:56:00 PM,
j6qn-qavz,WDIG Rates and Info,91,961,SPU Web Team,City Business,Seattle Public Utilities,,"Rates and other dynamic info for SPU's WDIG
http://www.seattle.gov/util/MyServices/WhereDoesItGo/index.htm",Other,06/07/2018 05:30:00 PM,https://data.seattle.gov/d/j6qn-qavz,dataset,True,official,,http://www.seattle.gov/util/MyServices/WhereDoesItGo/index.htm,09/21/2017 05:24:00 PM,
jguv-t9rb,Seattle Pet Licenses,2721,2062,FAS - Seattle Animal Shelter,Community,Department of Finance and Administrative Services,"animal,shelter,pet,license,tag","A list of active/current Seattle pet licenses, including animal type (species), pet's name, breed and the owner's ZIP code.

(List current as of December 31, 2018)",Quarterly,12/31/2018 09:43:00 PM,https://data.seattle.gov/d/jguv-t9rb,dataset,True,official,,,01/24/2017 10:04:00 PM,
jwmp-fgu6,Design Awards Open Source,67,823,"Palay, Claire",Community,Office of Planning and Community Development,"design,buildings,awards,parks","Names and associated information of Design Excellence Award winners. The Seattle Design Commission selects winning projects, typically on an every-other-year basis, from public buildings, parks, open spaces, and vision plans completed in Seattle since the previous awards. The Commission chooses projects for these awards based on inspired design, contextual integration, innovative sustainability, social inclusion, exemplary partnerships, effective investment, and impeccable execution.",Annually,06/09/2017 10:32:00 PM,https://data.seattle.gov/d/jwmp-fgu6,dataset,True,official,,,06/09/2017 10:32:00 PM,
k6nc-7s8x,Seattle Office for Civil Rights Customer Inquiries By Month,134,959,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",An inquiry is counted when a customer contacts the Seattle Office for Civil Rights about a potential violation of civil rights laws. This dataset breaks down the amount of inquiries by month.,Monthly,03/04/2019 09:27:00 PM,https://data.seattle.gov/d/k6nc-7s8x,dataset,True,official,,https://www.seattle.gov/civilrights,09/27/2017 10:24:00 PM,
kkpz-u68h,Streetlight Outage Data 2012-2016,113,724,Nathan Hominiuk,,Seattle City Light,,"This metric measures the percent of reported street light outage reports responded to within 14 days for each month. To report a streetlight outage in the City of Seattle, go to: http://www.seattle.gov/light/streetlight",To Be Determined,12/22/2017 09:06:00 PM,https://data.seattle.gov/d/kkpz-u68h,dataset,True,official,,,11/28/2017 03:43:00 PM,
kn6u-e3ad,2016 Adopted Budget Dollars,142,715,Seattle IT,Finance,Budget Office,2016 adopted budget dollars,2016 Adopted Budget Dollars,One Time,08/04/2016 08:39:00 PM,https://data.seattle.gov/d/kn6u-e3ad,dataset,True,official,,http://www.seattle.gov,08/04/2016 08:39:00 PM,
ktdi-kmna,2018 Adopted Budget Dollars,28,16,Seattle IT,Finance,Budget Office,"2018,budget",2018 Adopted Budget Dollars,One Time,09/19/2018 06:07:00 PM,https://data.seattle.gov/d/ktdi-kmna,dataset,True,official,,http://www.seattle.gov,09/19/2018 06:00:00 PM,
kxfa-fx7b,2016 Adopted Budget Sidebar Information,63,663,Seattle IT,Finance,Budget Office,2016 adopted budget,2016 Adopted Budget Sidebar Information,One Time,08/04/2016 08:34:00 PM,https://data.seattle.gov/d/kxfa-fx7b,dataset,True,official,,http://www.seattle.gov,08/04/2016 08:33:00 PM,
ky9n-n26c,Surveillance Technologies,324,969,City of Seattle Privacy Office,City Business,Seattle Information Technology,"surveillance,technology,privacy",Technologies determined to meet the definition of surveillance outlined in City of Seattle Ordinance 125376. For more information go to seattle.gov/privacy.,Other,03/27/2019 05:31:00 PM,https://data.seattle.gov/d/ky9n-n26c,dataset,True,official,,,02/23/2018 01:59:00 AM,
m6va-m4qe,Open Budget - 2018 Proposed Capital Budget,65,460,"Kirk, Daniel",,Budget Office,,,One Time,09/27/2017 04:27:00 PM,https://data.seattle.gov/d/m6va-m4qe,dataset,True,official,,,09/26/2017 10:45:00 PM,
m7pa-jz6b,City of Seattle official Twitter accounts statistics,369,1608,"Eckstine, Nate",City Business,Seattle Information Technology,"twitter,statistics,followers,nre","This dataset contains statistics on the usage patterns of the official City of Seattle Twitter accounts, as well their outreach impact.  Jun 2016 - Jan 2017",monthly,02/22/2017 11:48:00 PM,https://data.seattle.gov/d/m7pa-jz6b,dataset,True,official,,http://www.seattle.gov/,01/05/2017 11:57:00 PM,
makk-9r56,Open Budget Application - 2017-2018 Capital Budget,231,1011,"Kirk, Daniel",Finance,Budget Office,,,Annually,09/27/2016 07:46:00 PM,https://data.seattle.gov/d/makk-9r56,dataset,True,official,,,08/11/2016 08:48:00 PM,
mati-fqsc,SFD Type Codes & Standard Response,2204,633,"Ward, Evan L",Public Safety,Seattle Fire Department,"type code,fire,response,911,fire department,dispatch",Brief Description of Standard SFD Responses by Type Code,Other,06/28/2017 11:05:00 PM,https://data.seattle.gov/d/mati-fqsc,dataset,True,official,,http://www.seattle.gov/fire,06/28/2017 11:05:00 PM,
mg5r-efcm,SPD Officer Involved Shooting (OIS) Data,3501,1351,"7861 Atherley, Loren T",Public Safety,Seattle Police Department,"ois,officer involved shooting,use of force,police",Records of Officer Involved Shootings (OIS) from 2005 to the present. Dataset does not contain records from active investigations.,Quarterly,07/21/2017 10:39:00 PM,https://data.seattle.gov/d/mg5r-efcm,dataset,True,official,,http://www.seattle.gov/police,01/31/2017 01:51:00 AM,
mr5e-8p7j,Monthly Energy Conservation from Completed Projects,69,471,Nathan Hominiuk,,Seattle City Light,,Energy Efficiency/ Conservation - monthly energy savings achieved measured in average MegaWatts (aMW).  It represents the total kWh savings for residential and commercial customers from completed projects translated into aMW.,To Be Determined,12/14/2017 08:43:00 PM,https://data.seattle.gov/d/mr5e-8p7j,dataset,True,official,,,12/14/2017 08:43:00 PM,
n2cr-upg3,2016 Adopted Budget Attachment A,94,709,Seattle IT,Finance,Budget Office,2016 adopted budget attachment,2016 Adopted Budget Attachment A,One Time,08/04/2016 08:52:00 PM,https://data.seattle.gov/d/n2cr-upg3,dataset,True,official,,http://www.seattle.gov,08/04/2016 08:52:00 PM,
n3uv-mw4j,Performance Ranges by Building Type 2017,112,38,"Sullivan, Terry",,Office of Sustainability and Environment,"energy star score,eui,benchmarking,building performance,buildings,multifamily,commercial buildings","Summary energy and building characteristics by building type for non-residential and multifamily buildings 20,000 square feet or greater that benchmark energy data with the City of Seattle. This dataset summarizes information from the full 2017 Building Energy Benchmarking dataset but exludes likely or known errors.",Annually,11/19/2018 07:56:00 PM,https://data.seattle.gov/d/n3uv-mw4j,dataset,True,official,,http://www.seattle.gov/energybenchmarking,11/19/2018 07:51:00 PM,
ndkc-bve9,Pronto Cycle Share Station Data,189,934,SDOT GIS,Community,Seattle Department of Transportation,"pronto,cycle,share,bicycle",Pronto Cycle Share Station Data (10/13/2014 to 3/31/2017). See the attached data dictionary file for instructions regarding analyzing these data.,One Time,04/25/2017 02:48:00 PM,https://data.seattle.gov/d/ndkc-bve9,dataset,True,official,,http://www.seattle.gov,04/25/2017 02:47:00 PM,
njt7-eq96,City of Seattle Official Blogging Statistics,211,776,"Eckstine, Nate",City Business,Seattle Information Technology,"cos,statistics,blogs,pageviews,njt7-eq96",This dataset contains statistics on the usage patterns of the official City of Seattle blogs. 2011 - Present. It replaces an internal spreadsheet. The information is used to compare pageview activity between blogs. Not all urls represented in the datasheet are active. Active blogs would have pageviews greater than zero for the most recent month uploaded. The format of this dataset is likely to change over time per approved requests to track additional automated information.,Monthly,03/27/2017 11:26:00 PM,https://data.seattle.gov/d/njt7-eq96,dataset,True,official,,,09/15/2016 03:43:00 PM,
pbt3-ytbc,Integrated Library System (ILS) Data Dictionary,639,2435,SPL,Community,Seattle Public Library,"horizon,ils,data dictionary,public library","This dataset is useful for understanding the codes used in some of Seattle Public Library's other datasets. These codes (namely ""ItemType"" and ""ItemCollection"") are systematically used in the cataloging of items within Integrated Library System (ILS), Horizon (Sirsidynix).",Annually,11/14/2018 10:26:00 PM,https://data.seattle.gov/d/pbt3-ytbc,dataset,True,official,,,05/10/2017 07:27:00 PM,
p6fi-iwsx,Seattle Fire Department - Permit List,82,501,"Ward, Evan L",Permitting,Seattle Fire Department,"permit,permitting,fire,prevention,fees,fire code",Seattle Fire Department Fire Prevention Division - Permit Types & Fees,Annually,10/18/2017 05:18:00 PM,https://data.seattle.gov/d/p6fi-iwsx,dataset,True,official,,http://www.seattle.gov/fire,10/18/2017 05:18:00 PM,
pigd-88vs,2019-20 Budget Proposed Changes,25,21,Seattle IT,Finance,Budget Office,,2019-20 Budget Proposed Changes,One Time,09/25/2018 07:48:00 PM,https://data.seattle.gov/d/pigd-88vs,dataset,True,official,,http://www.seattle.gov,09/21/2018 09:02:00 PM,
ppi5-g2bj,Use Of Force,5226,1254,"6506 Baden, Toby",Public Safety,Seattle Police Department,,Records representing Use of Force (UOF) by sworn law enforcement officers of the Seattle Police Department.,Daily,04/02/2019 03:15:00 PM,https://data.seattle.gov/d/ppi5-g2bj,dataset,True,official,,,01/28/2017 07:55:00 PM,
pqdh-4i9k,Performance Ranges By Building Type 2015,707,821,"Sullivan, Terry",,Office of Sustainability and Environment,"buildings,energy,eui,energy star,multifamily,commercial,electricity,natural gas","Summary energy and building characteristics by building type for non-residential and multifamily buildings 20,000 square feet or greater that benchmark energy data with the City of Seattle.",Quarterly,02/07/2017 12:14:00 AM,https://data.seattle.gov/d/pqdh-4i9k,dataset,True,official,,,01/28/2017 12:30:00 AM,
pz2h-7fkc,2019-20 Budget Dollars Proposed,38,27,Seattle IT,Finance,Budget Office,,2019-20 Budget Dollars Proposed,One Time,10/04/2018 07:04:00 PM,https://data.seattle.gov/d/pz2h-7fkc,dataset,True,official,,http://www.seattle.gov,09/21/2018 09:08:00 PM,
pzzb-53tr,2018 Proposed Budget Dollars,115,1371,Seattle IT,Finance,Budget Office,budget,Proposed Budget Dollars 2018,One Time,09/26/2017 08:23:00 PM,https://data.seattle.gov/d/pzzb-53tr,dataset,True,official,,http://www.seattle.gov/financedepartment,09/25/2017 10:14:00 PM,
qktt-2bsy,2019 Paid Parking Occupancy (Year-to-date),144,11,Seattle IT,Transportation,Seattle Department of Transportation,"pay stations,parking,curbspace,sdot",The City of Seattle has created an on-street paid parking occupancy data set and is providing access to this data set for public use for research and entrepreneurial purposes under the City’s Open Data Program. This data set contains records year to date in 2019 (with the seven data data delay).,Daily,04/02/2019 11:10:00 AM,https://data.seattle.gov/d/qktt-2bsy,dataset,True,official,,http://www.seattle.gov/transportation/projects-and-programs/programs/parking-program/maps-and-data,01/03/2019 07:46:00 PM,
qqa2-kmne,Open Budget Application: Operating Budget,188,1024,"Kirk, Daniel",Finance,Budget Office,,data powering openbudget.seattle.gov,One Time,09/27/2016 06:52:00 PM,https://data.seattle.gov/d/qqa2-kmne,dataset,True,official,,,08/11/2016 06:56:00 PM,
rewu-ipqu,2016 Active Businesses License Data,743,4396,FAS - Financial Services,Finance,Department of Finance and Administrative Services,"finance,business,licence,tax","City of Seattle Business License data current as of January 9, 2017",Annually,01/20/2017 08:55:00 PM,https://data.seattle.gov/d/rewu-ipqu,dataset,True,official,,http://www.seattle.gov/licenses/get-a-business-license/who-needs-a-business-license,01/20/2017 08:55:00 PM,
rfj5-gvz8,2018 Training And Outreach Events By Month,49,542,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",The Enforcement Division of the Seattle Office for Civil Rights provides training and participates in outreach events. This dataset shows the number of events each month in 2018.,Monthly,01/17/2019 12:28:00 AM,https://data.seattle.gov/d/rfj5-gvz8,dataset,True,official,,http://seattle.gov/civilrights,03/29/2018 05:38:00 PM,
qqw9-cbst,Discrimination Case Settlements by Month,278,1034,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights","Cases result in settlement in a variety of ways. A pre-determination settlement occurs at any point during the investigation. A conciliation occurs after a reasonable cause finding is issued. At times, parties settle privately which results in a withdrawal with benefits. This dataset shows the amount of cases that settle by month at the Seattle Office for Civil Rights for all categories noted above.",Monthly,03/25/2019 11:23:00 PM,https://data.seattle.gov/d/qqw9-cbst,dataset,True,official,,https://www.seattle.gov/civilrights,09/27/2017 10:35:00 PM,
qsyq-cvfs,2018 Discrimination Case Closures By Month And Type,59,583,"Beach, Monica",City Business,Seattle Office for Civil Rights,"discrimination,civil rights",A closed discrimination case is an investigation that has been completed at the Seattle Office for Civil Rights. This dataset shows closed cases by month and case type in 2018.,Monthly,01/17/2019 12:24:00 AM,https://data.seattle.gov/d/qsyq-cvfs,dataset,True,official,,http://www.seattle.gov/civilrights,03/29/2018 05:34:00 PM,
qxjw-iwsh,2017 Building Energy Benchmarking,852,189,"Sullivan, Terry",,Office of Sustainability and Environment,"eui,benchmarking,energy,carbon,emissions,buildings,building performance,energy star","Seattle’s Building Energy Benchmarking Program (SMC 22.920) requires owners of non-residential and multifamily buildings (20,000 square feet or larger) to track energy performance and annually report to the City of Seattle. Annual benchmarking, reporting and disclosing of building performance are foundational elements of creating more market value for energy efficiency.

Per Ordinance (125000), starting with 2015 energy use performance reporting, the City of Seattle will make the data for all building 20,000 SF and larger available annually. This dataset contains all 2017 buildings required to report. 

If you have questions or comments on the data, email us at energybenchmarking@seattle.gov and include Open Data in the subject line.",Annually,11/13/2018 05:13:00 PM,https://data.seattle.gov/d/qxjw-iwsh,dataset,True,official,,,11/07/2018 10:29:00 PM,
rdtp-hzy3,Observed Monthly Rain Gauge Accumulations - Oct 2002 to May 2017,438,1247,"Bibler, Jonathan",City Business,Seattle Public Utilities,"rain gauge,rain,rainfall,accumulation,bucket tip,precipitation,spu,drainage and wastewater,drainage,dww,seattle public utilities,environment,weather,seattle","Monthly accumulations for SPU's rain gauges located throughout Seattle city limits.  

Attached in the 'About' section is an image of the rain gauge locations .

Disclaimer:  This data set has been provided by either DNRP or SPU as a public information service. Every reasonable effort has been made to assure the accuracy of this data. However, the data being provided herein are intended for informational purposes only. No guarantee is made as to the accuracy of the data and it should not be relied upon for any purpose other than general information. Furthermore, DNRP and SPU assumes no liability for any errors, omissions, or inaccuracies in the information provided regardless of the cause of such or for any decision made, action taken, or action not taken by the user in reliance upon any data provided herein.

RCW 42.56.060

Disclaimer of public liability.

No public agency, public official, public employee, or custodian shall be liable, nor shall a cause of action exist, for any loss or damage based upon the release of a public record if the public agency, public official, public employee, or custodian acted in good faith in attempting to comply with the provisions of this chapter.",Quarterly,03/29/2018 04:55:00 PM,https://data.seattle.gov/d/rdtp-hzy3,dataset,True,official,,,02/14/2018 10:18:00 PM,
rke9-rsvs,Paid Parking Occupancy (Last 30 Days),185,15,Seattle IT,Transportation,Seattle Department of Transportation,"pay stations,parking,curb space,sdot",The City of Seattle has created an on-street paid parking occupancy data set and is providing access to this data set for public use for research and entrepreneurial purposes under the City’s Open Data Program. This data set contains the last 30 days of paid occupancy records (after the seven day data delay).,Weekly,04/02/2019 01:20:00 PM,https://data.seattle.gov/d/rke9-rsvs,dataset,True,official,,http://www.seattle.gov/transportation/projects-and-programs/programs/parking-program/maps-and-data,09/21/2018 06:25:00 PM,
rnj4-qmpe,2019-20 Budget Sidebar Information Proposed,20,23,Seattle IT,Finance,Budget Office,,2019-20 Budget Sidebar Information Proposed,One Time,11/08/2018 12:28:00 AM,https://data.seattle.gov/d/rnj4-qmpe,dataset,True,official,,http://www.seattle.gov,09/21/2018 09:13:00 PM,
rpg9-z6ti,Sidewalk Cafes,137,634,SDOT GIS,Transportation,Seattle Department of Transportation,"cafe,sidewalk,transportation,update",Sidewalk café permit applications,Weekly,08/29/2017 08:37:00 PM,https://data.seattle.gov/d/rpg9-z6ti,dataset,True,official,,,08/29/2017 08:22:00 PM,
rue2-9kz6,Data Center Summary Extract Department Disk,80,530,"Morris, Dylan",City Business,Seattle Information Technology,,Ticket data for IT Service Level Indicators (in reference to inter-department Service Level Agreements).,Daily,08/05/2016 04:58:00 PM,https://data.seattle.gov/d/rue2-9kz6,dataset,True,official,,,08/04/2016 05:58:00 PM,
scgw-fskv,2017 Bias Incident Reports By Outcome,45,358,"Beach, Monica",City Business,Seattle Office for Civil Rights,"bias,civil rights","The Seattle Office for Civil Rights (SOCR) receives calls on the Bias Incident Reporting Line. Calls are received by front desk staff and logged. This dataset shows the amount of calls received each quarter of 2017 by outcome. An “uncategorized” outcome means the call did not fall into one of the listed categories or SOCR was unable to complete the communication with the caller. 

If you have questions about this data or want to learn more about the laws SOCR enforces, call 206-684-4500 or visit http://www.seattle.gov/civilrights. 

Visit Seattle Police Department’s Bias/Hate Crime Data site for information about bias/hate crimes: https://www.seattle.gov/police/information-and-data/bias-crime-unit/bias-crime-dashboard.",Other,03/29/2018 11:46:00 PM,https://data.seattle.gov/d/scgw-fskv,dataset,True,official,,http://seattle.gov/civilrights,03/29/2018 11:46:00 PM,
scwx-3eu3,MFTE Annual Report,136,38,"Kent, Mike",Community,Office of Housing,"affordable housing,mfte,office of housing","MFTE Project Roster, Attachment A to 2017 Annual Report; Information current as of 12/31/2017 and subject to change",Annually,04/17/2018 05:46:00 PM,https://data.seattle.gov/d/scwx-3eu3,dataset,True,official,,,04/17/2018 05:39:00 PM,
si7z-eq5b,Permits - Seattle Fire Department,158,320,"Ward, Evan L",Permitting,Seattle Fire Department,"permits,permitting,permit,seattle fire department,fire prevention,fire code,fire",All Seattle Fire Department Permits,Annually,10/18/2017 05:50:00 PM,https://data.seattle.gov/d/si7z-eq5b,dataset,True,official,,http://www.seattle.gov/fire/FMO/permits/permits.htm,10/18/2017 05:49:00 PM,
syvi-qhpy,Your Voice Your Choice Project Ideas,591,1011,"Maag, Lois",Community,Department of Neighborhoods,"your voice your choice,parks,streets,fund,participatory budgeting","A program of Seattle Department of Neighborhoods, this is a list of street or park improvement ideas submitted by community members as a part of Your Voice Your Choice Participatory Budgeting. Ideas were vetted by project development teams made up of community members who volunteered to evaluate each project. Seattle Parks and Recreation and Seattle Department of Transportation also reviewed the projects for feasibility. The results and evaluation, along with location are provided in the set. The list will be finalized and ready for the community to vote (by council district) beginning June 3.",none,04/13/2017 11:32:00 PM,https://data.seattle.gov/d/syvi-qhpy,dataset,True,official,,http://www.seattle.gov/neighborhoods/programs-and-services/your-voice-your-choice,04/13/2017 11:32:00 PM,
tcry-hxfc,"2017 Your Voice, Your Choice Participatory Budgeting Program Voting Results",102,870,"Maag, Lois",Community,Department of Neighborhoods,"your voice your choice,parks,streets,yvyc,participatory budgeting,votes","This is a list of all street or park improvement ideas that appeared on the June 2017 Your Voice, Your Choice: Parks and Streets participatory budgeting ballot. The list indicates which projects were funded, whether they will be implemented by Seattle Department of Transportation or Seattle Parks and Recreation, the cost of each project, and how many total, online and paper votes were received for each project. The funded projects will be included in the Mayor’s 2018 proposed budget, and work will begin in 2018.",One Time,08/29/2017 04:27:00 PM,https://data.seattle.gov/d/tcry-hxfc,dataset,True,official,,http://www.seattle.gov/neighborhoods,08/29/2017 04:27:00 PM,
td44-jas5,CSR Public Requests,185,661,FAS_CRM_Team,City Business,Department of Finance and Administrative Services,"service request,neighborhood,customer","This dataset shows the customer service requests, by Request Type, Department received, Neighborhood, received in the Customer Service Request (CSR) system since 1/1/2017.
Data is refreshed at the beginning of each quarter. The CSR system is not a citywide CRM system.  City departments receive and respond to customer service requests in many different ways.  This data is a small subset of the requests received through CSR.",Quarterly,04/01/2019 11:00:00 PM,https://data.seattle.gov/d/td44-jas5,dataset,True,official,,,07/28/2017 04:51:00 PM,
tmmm-ytt6,Checkouts by Title,2873,1309,SPL,Community,Seattle Public Library,"horizon,overdrive,freegal,hoopla,zinio,e-book,circulation,seattle public library,checkout",This dataset includes a monthly count of Seattle Public Library checkouts by title for physical and electronic items. The dataset begins with checkouts that occurred in April 2005.,Monthly,03/06/2019 02:29:00 PM,https://data.seattle.gov/d/tmmm-ytt6,dataset,True,official,,https://www.spl.org,01/31/2017 08:39:00 PM,
tq5c-psu6,Open Budget Application - Capital Project Details,132,826,"Kirk, Daniel",Finance,Budget Office,,,Annually ,09/27/2016 07:56:00 PM,https://data.seattle.gov/d/tq5c-psu6,dataset,True,official,,,08/11/2016 08:44:00 PM,
tw7j-dfaw,Pronto Cycle Share Trip Data,442,1136,SDOT GIS,Community,Seattle Department of Transportation,"pronto,cycle,share","Pronto Cycle Share Trip Data (10/13/2014 to 3/31/2017)
See the attached data dictionary file for instructions regarding analyzing these data.",One Time,04/25/2017 03:03:00 PM,https://data.seattle.gov/d/tw7j-dfaw,dataset,True,official,,http://www.seattle.gov,04/25/2017 03:02:00 PM,
ubn4-bjbg,Tree Service Providers,181,892,SDOT GIS,City Business,Seattle Department of Transportation,"trees,tree service,tree pruning","Updated on an as needed basis. Sometimes updated a few times a month, sometimes every couple of months. It is a list of current tree service providers who have an active permit with the City.",Monthly,03/08/2019 12:33:00 AM,https://data.seattle.gov/d/ubn4-bjbg,dataset,True,official,,,08/29/2017 07:46:00 PM,
ud3x-cvhp,Code Compliance Complaints by Year,28,12,Seattle SDCI,Community,Seattle Department of Constructions and Inspections,,Code Compliance complaints by type per year. Sort the Year column by descending order to see the most recent years.,Annually,03/05/2019 03:04:00 PM,https://data.seattle.gov/d/ud3x-cvhp,dataset,True,official,,,12/12/2018 07:58:00 PM,
v5ef-33c6,North Transfer Station Solar Panels,177,1261,"Bibler, Jonathan",City Business,Seattle Public Utilities,"solar panel,solar,solren,north transfer station,spu,seattle public utilities,artisan electric,energy",Total A/C Energy Generated by solar panels at SPU's North Transfer Station - Reported by Inverter,Monthly,09/20/2018 08:16:00 PM,https://data.seattle.gov/d/v5ef-33c6,dataset,True,official,,https://www.solrenview.com/SolrenView/mainFr.php?siteId=4119,10/02/2017 08:47:00 PM,
vfk6-cxri,2019-20 Budget FTEs Proposed,24,16,Seattle IT,City Business,Budget Office,,2019-20 Budget FTEs Proposed,One Time,09/22/2018 12:38:00 AM,https://data.seattle.gov/d/vfk6-cxri,dataset,True,official,,http://www.seattle.gov,09/22/2018 12:37:00 AM,
vhuq-wqf8,Aging and Disability Services - Client Level Data 2016,431,263,"Kajfasz, Owen",Community,Human Services Department,"human services,services,aging,disability,2016","The City’s Aging and Disability Services (ADS) addresses the environmental, economic, and social factors that influence the health and well-being of older adults. In an effort to ensure all older adults experience stable health and can age in place, the Human Services Department invests in a combination of direct services and in funding agencies that serve our older adults. ADS supports older individuals, those living with a disability, and their families. 

This dataset is taken from an ADS database that tracks services to clients. That is, each record in the dataset holds information from a specific service provided to an individual client. Services are provided both by direct City services and by those the City contracts with. Due to the sensitivity of this data, efforts have been made to remove any personally identified information from the records. As different service providers are required to collect different kinds of information, some fields appear NULL or blank.",One Time,09/08/2017 10:18:00 PM,https://data.seattle.gov/d/vhuq-wqf8,dataset,True,official,,http://www.seattle.gov/humanservices/,09/08/2017 10:14:00 PM,
wgrr-kk3q,Seattle Center Emergency Services Unit 2016 Incident Report,116,394,"Wells, Denise",City Business,Seattle Center,"seattle center,esu,incidents",This dataset provides summary tallies by day for the different types of incidents the Seattle Center Emergency Services unit responds to.,Annually,02/01/2017 09:34:00 PM,https://data.seattle.gov/d/wgrr-kk3q,dataset,True,official,,http://www.seattlecenter.com,02/01/2017 09:34:00 PM,
wnbq-64tb,Active Business License Tax Certificate,411,436,Seattle IT,City Business,Department of Finance and Administrative Services,"business,license,tax",This dataset contains active business license tax certificate data for the City of Seattle,Daily,04/02/2019 01:31:00 PM,https://data.seattle.gov/d/wnbq-64tb,dataset,True,official,,http://www.seattle.gov,07/10/2018 08:26:00 PM,
wqw4-hcb6,Technology Access and Adoption Survey 2018 Codebook,35,13,Seattle IT,,Seattle Information Technology,,,One Time,11/15/2018 04:51:00 PM,https://data.seattle.gov/d/wqw4-hcb6,dataset,True,official,,,11/13/2018 10:25:00 PM,
